x1,x2,output
0.7678571428571428,0.9285714285714284,2241.1547133872614
-0.125,1.589285714285714,5063.319581397769
1.6428571428571428,0.5714285714285712,4743.859330436202
0.8035714285714284,-0.6071428571428572,107.55438866557246
-0.5714285714285716,0.8035714285714284,385.4134941803554
1.1964285714285712,-0.125,720.1610435166024
0.5178571428571428,-0.5,79.35498530654021
1.4821428571428568,0.3035714285714284,2390.8803030865806
0.125,-1.0892857142857144,-619.7980195722433
0.2857142857142856,-1.8928571428571428,-8080.883988010286
0.4107142857142856,1.6607142857142856,8209.802015859428
0.9285714285714284,-1.7678571428571428,-5964.401347119195
-0.8035714285714286,1.1607142857142856,953.7763926501649
-0.9642857142857144,1.714285714285714,5201.23705045323
-0.1607142857142858,1.375,2777.9389504881733
-0.7142857142857144,0.21428571428571397,211.77536117934176
-1.0,-0.2321428571428572,215.00485376106263
-1.4285714285714286,1.0714285714285712,980.7450321723064
-0.875,-0.017857142857143016,221.22355143354838
1.1071428571428568,0.017857142857142794,758.1643399709282
-1.9642857142857142,0.1428571428571428,1569.0505297753157
1.3214285714285712,1.125,7043.5226674287715
-0.07142857142857162,-1.375,-1688.463660901599
0.625,-1.2321428571428572,-1134.4369555958092
-0.9821428571428572,-0.8392857142857144,-122.97334278986413
